session_id	original_session_id
ses-reinforcement+009989ec+e395+4447+8c3c+8fb4c742be42	ses-reinforcement-009989ec-e395-4447-8c3c-8fb4c742be42
ses-reinforcement+0220c341+151c+484f+8fae+6d6ddf6ae172	ses-reinforcement-0220c341-151c-484f-8fae-6d6ddf6ae172
ses-reinforcement+037001b5+b722+4512+9b41+be2dbc205a80	ses-reinforcement-037001b5-b722-4512-9b41-be2dbc205a80
ses-reinforcement+048a75af+d83e+4366+a570+dde370ef0dcf	ses-reinforcement-048a75af-d83e-4366-a570-dde370ef0dcf
ses-reinforcement+05e84e3d+dec9+4471+aed2+34fb2a5329c5	ses-reinforcement-05e84e3d-dec9-4471-aed2-34fb2a5329c5
ses-reinforcement+0953106e+edbd+4b3f+92ff+2872f01aef4c	ses-reinforcement-0953106e-edbd-4b3f-92ff-2872f01aef4c
ses-reinforcement+0be57d42+d08f+4179+bfc5+e9123c08705b	ses-reinforcement-0be57d42-d08f-4179-bfc5-e9123c08705b
ses-reinforcement+0f745162+4d61+4dac+9f3a+af4746ed80ba	ses-reinforcement-0f745162-4d61-4dac-9f3a-af4746ed80ba
ses-reinforcement+109fb3e9+43a3+4667+8795+d60cb46123ee	ses-reinforcement-109fb3e9-43a3-4667-8795-d60cb46123ee
ses-reinforcement+1ec060cb+33d4+41b4+ba7b+b40c9636177e	ses-reinforcement-1ec060cb-33d4-41b4-ba7b-b40c9636177e
ses-reinforcement+23cb8063+4237+44c8+bd05+e3c8f810d7d9	ses-reinforcement-23cb8063-4237-44c8-bd05-e3c8f810d7d9
ses-reinforcement+2825ec58+0a4d+4bf5+929e+91e8995c53f6	ses-reinforcement-2825ec58-0a4d-4bf5-929e-91e8995c53f6
ses-reinforcement+28b587c8+cf47+498b+a2ca+8c5ef65ad9c7	ses-reinforcement-28b587c8-cf47-498b-a2ca-8c5ef65ad9c7
ses-reinforcement+2a3813f1+b7ff+4993+8d5d+997013936a67	ses-reinforcement-2a3813f1-b7ff-4993-8d5d-997013936a67
ses-reinforcement+2b032f2d+4631+4529+b541+c655c5bec905	ses-reinforcement-2b032f2d-4631-4529-b541-c655c5bec905
ses-reinforcement+2c38cf1c+297e+486d+bdd3+1f7166d84a82	ses-reinforcement-2c38cf1c-297e-486d-bdd3-1f7166d84a82
